gene_id	gene_symbol	gene_biotype	description
ENSRNOG00000008455	Tmem87a	protein_coding	transmembrane protein 87A [Source:RGD Symbol;Acc:1309417]
ENSRNOG00000010412	Ccdc180	protein_coding	coiled-coil domain containing 180 [Source:RGD Symbol;Acc:6498132]
ENSRNOG00000025076	Ecpas	protein_coding	Ecm29 proteasome adaptor and scaffold [Source:RGD Symbol;Acc:1306148]
ENSRNOG00000010091	Efcab14	protein_coding	EF-hand calcium binding domain 14 [Source:RGD Symbol;Acc:1310351]
ENSRNOG00000009568	Hdac1	protein_coding	histone deacetylase 1 [Source:RGD Symbol;Acc:1309799]
ENSRNOG00000032994	Myom3	protein_coding	myomesin 3 [Source:RGD Symbol;Acc:1310060]
ENSRNOG00000051341	AABR07038849.1	lincRNA	NA
ENSRNOG00000051189	AC141377.1	antisense	NA
ENSRNOG00000037911	LOC680227	protein_coding	LRRGT00193 [Source:RGD Symbol;Acc:1594204]
ENSRNOG00000004512	Apool	protein_coding	apolipoprotein O-like [Source:RGD Symbol;Acc:1549725]
ENSRNOG00000002276	Phf6	protein_coding	PHD finger protein 6 [Source:RGD Symbol;Acc:2323526]
ENSRNOG00000030319	Morn2	protein_coding	MORN repeat containing 2 [Source:RGD Symbol;Acc:1563988]
ENSRNOG00000005126	Pqlc3	protein_coding	PQ loop repeat containing 3 [Source:RGD Symbol;Acc:1306818]
ENSRNOG00000010194	Ift43	protein_coding	intraflagellar transport 43 [Source:RGD Symbol;Acc:1307392]
ENSRNOG00000012146	Pomt2	protein_coding	protein-O-mannosyltransferase 2 [Source:RGD Symbol;Acc:1586427]
ENSRNOG00000007905	Itga7	protein_coding	integrin subunit alpha 7 [Source:RGD Symbol;Acc:71022]
ENSRNOG00000021688	AABR07056686.1	protein_coding	NA
ENSRNOG00000033520	Wdr97	protein_coding	WD repeat domain 97 [Source:RGD Symbol;Acc:1562063]
ENSRNOG00000019894	Izumo1r	protein_coding	"IZUMO1 receptor, JUNO [Source:RGD Symbol;Acc:1585174]"
ENSRNOG00000008709	Arhgap32	protein_coding	Rho GTPase activating protein 32 [Source:RGD Symbol;Acc:1305267]
ENSRNOG00000047939	Smim35	protein_coding	small integral membrane protein 35 [Source:RGD Symbol;Acc:7587328]
ENSRNOG00000017684	Fbxl22	protein_coding	F-box and leucine-rich repeat protein 22 [Source:RGD Symbol;Acc:1311830]
ENSRNOG00000020288	Slc25a20	protein_coding	solute carrier family 25 member 20 [Source:RGD Symbol;Acc:621443]
ENSRNOG00000051701	AABR07073453.1	lincRNA	NA
ENSRNOG00000015354	Aox1	protein_coding	aldehyde oxidase 1 [Source:RGD Symbol;Acc:620528]
ENSRNOG00000016133	Sumo1	protein_coding	small ubiquitin-like modifier 1 [Source:RGD Symbol;Acc:1306919]
ENSRNOG00000009281	Commd1	protein_coding	copper metabolism domain containing 1 [Source:RGD Symbol;Acc:1311771]
ENSRNOG00000004426	Rps27a	protein_coding	ribosomal protein S27a [Source:RGD Symbol;Acc:6489478]
ENSRNOG00000005229	Sec16b	protein_coding	"SEC16 homolog B, endoplasmic reticulum export factor [Source:RGD Symbol;Acc:621658]"
ENSRNOG00000003407	Ptpn14	protein_coding	"protein tyrosine phosphatase, non-receptor type 14 [Source:RGD Symbol;Acc:1307885]"
ENSRNOG00000054605	Unkl	protein_coding	unk like zinc finger [Source:RGD Symbol;Acc:1565247]
ENSRNOG00000037613	Kdm6b	protein_coding	lysine demethylase 6B [Source:RGD Symbol;Acc:1307629]
ENSRNOG00000019606	Trpv3	protein_coding	"transient receptor potential cation channel, subfamily V, member 3 [Source:RGD Symbol;Acc:1564531]"
ENSRNOG00000006895	Vps53	protein_coding	VPS53 GARP complex subunit [Source:RGD Symbol;Acc:1311391]
ENSRNOG00000035480	Mir21	miRNA	microRNA 21 [Source:RGD Symbol;Acc:2325598]
ENSRNOG00000008637	Strada	protein_coding	STE20 related adaptor alpha [Source:RGD Symbol;Acc:727905]
ENSRNOG00000058777	AABR07030919.1	lincRNA	NA
ENSRNOG00000009649	Slitrk5	protein_coding	"SLIT and NTRK-like family, member 5 [Source:RGD Symbol;Acc:1310957]"
ENSRNOG00000058428	AABR07028568.2	pseudogene	NA
ENSRNOG00000012582	Eif4ebp1	protein_coding	eukaryotic translation initiation factor 4E binding protein 1 [Source:RGD Symbol;Acc:620259]
ENSRNOG00000017956	Golga7	protein_coding	golgin A7 [Source:RGD Symbol;Acc:1359725]
ENSRNOG00000051474	AC127756.1	lincRNA	NA
ENSRNOG00000002255	Fam162a	protein_coding	"family with sequence similarity 162, member A [Source:RGD Symbol;Acc:1590883]"
ENSRNOG00000001870	Lztr1	protein_coding	leucine-zipper-like transcription regulator 1 [Source:RGD Symbol;Acc:1309100]
ENSRNOG00000027022	AABR07043654.1	pseudogene	membrane-associated progesterone receptor component 1-like [Source:NCBI gene;Acc:102552913]
ENSRNOG00000019943	Slc7a6	protein_coding	solute carrier family 7 member 6 [Source:RGD Symbol;Acc:1309193]
ENSRNOG00000026799	Zbtb9	protein_coding	zinc finger and BTB domain containing 9 [Source:RGD Symbol;Acc:1303050]
ENSRNOG00000028460	Lrrc8e	protein_coding	leucine rich repeat containing 8 VRAC subunit E [Source:RGD Symbol;Acc:1311979]
ENSRNOG00000000897	Rxfp2	protein_coding	relaxin family peptide receptor 2 [Source:RGD Symbol;Acc:1309449]
ENSRNOG00000001032	Ccz1b	protein_coding	"CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated [Source:RGD Symbol;Acc:1306410]"
ENSRNOG00000058218	AC131806.3	processed_pseudogene	NA
ENSRNOG00000006615	Mtap	protein_coding	methylthioadenosine phosphorylase [Source:RGD Symbol;Acc:1310114]
ENSRNOG00000001618	Ripk4	protein_coding	receptor-interacting serine-threonine kinase 4 [Source:RGD Symbol;Acc:1311691]
ENSRNOG00000009401	Lmo2	protein_coding	LIM domain only 2 [Source:RGD Symbol;Acc:1307101]
ENSRNOG00000014908	Sf3b5	protein_coding	"splicing factor 3b, subunit 5 [Source:RGD Symbol;Acc:1586993]"
ENSRNOG00000058637	AABR07003304.2	lincRNA	NA
ENSRNOG00000017728	Edrf1	protein_coding	erythroid differentiation regulatory factor 1 [Source:RGD Symbol;Acc:1306820]
ENSRNOG00000024795	AC123494.1	protein_coding	NA
ENSRNOG00000031494	Armh1	protein_coding	armadillo-like helical domain containing 1 [Source:RGD Symbol;Acc:1563714]
ENSRNOG00000007043	RGD1305089	protein_coding	similar to 1110008L16Rik protein [Source:RGD Symbol;Acc:1305089]
ENSRNOG00000005043	Cpeb2	protein_coding	cytoplasmic polyadenylation element binding protein 2 [Source:RGD Symbol;Acc:1307485]
ENSRNOG00000002443	Mfap3	protein_coding	microfibril associated protein 3 [Source:RGD Symbol;Acc:1359463]
ENSRNOG00000050649	Tvp23b	protein_coding	trans-golgi network vesicle protein 23 homolog B [Source:RGD Symbol;Acc:1586539]
ENSRNOG00000033653	Mpp3	protein_coding	membrane palmitoylated protein 3 [Source:RGD Symbol;Acc:620015]
ENSRNOG00000011955	AABR07026997.1	protein_coding	NA
ENSRNOG00000039017	Naa50	protein_coding	"N(alpha)-acetyltransferase 50, NatE catalytic subunit [Source:RGD Symbol;Acc:1310944]"
ENSRNOG00000011262	Bicra	protein_coding	BRD4 interacting chromatin remodeling complex associated protein [Source:RGD Symbol;Acc:1306385]
ENSRNOG00000041608	AC123095.1	miRNA	NA
ENSRNOG00000011659	Alpk3	protein_coding	alpha-kinase 3 [Source:RGD Symbol;Acc:1309860]
ENSRNOG00000019776	Sh3gl3	protein_coding	"SH3 domain containing GRB2 like 3, endophilin A3 [Source:RGD Symbol;Acc:620578]"
ENSRNOG00000026432	Syt7	protein_coding	synaptotagmin 7 [Source:RGD Symbol;Acc:62013]
ENSRNOG00000058111	Itga2	protein_coding	integrin subunit alpha 2 [Source:RGD Symbol;Acc:621632]
ENSRNOG00000032009	LOC499643	protein_coding	similar to hypothetical protein FLJ25371 [Source:RGD Symbol;Acc:1566255]
ENSRNOG00000007892	Tram1	protein_coding	translocation associated membrane protein 1 [Source:RGD Symbol;Acc:1359100]
ENSRNOG00000048875	Znrf4	protein_coding	zinc and ring finger 4 [Source:RGD Symbol;Acc:1563631]
ENSRNOG00000004111	Soat1	protein_coding	sterol O-acyltransferase 1 [Source:RGD Symbol;Acc:621641]
ENSRNOG00000038291	Lrrc63	protein_coding	leucine rich repeat containing 63 [Source:RGD Symbol;Acc:1559507]
ENSRNOG00000000841	Ddx39b	protein_coding	DExD-box helicase 39B [Source:RGD Symbol;Acc:70923]
ENSRNOG00000037428	Zfp605	protein_coding	zinc finger protein 605 [Source:RGD Symbol;Acc:2318406]
ENSRNOG00000031273	AABR07034639.1	protein_coding	NA
ENSRNOG00000009528	Sdcbp2	protein_coding	syndecan binding protein 2 [Source:RGD Symbol;Acc:1307709]
ENSRNOG00000025736	Tcf23	protein_coding	transcription factor 23 [Source:RGD Symbol;Acc:1586500]
ENSRNOG00000026171	Bbs4	protein_coding	Bardet-Biedl syndrome 4 [Source:RGD Symbol;Acc:1309134]
ENSRNOG00000001483	Rcc1l	protein_coding	RCC1 like [Source:RGD Symbol;Acc:1307558]
ENSRNOG00000037430	Chfr	protein_coding	checkpoint with forkhead and ring finger domains [Source:RGD Symbol;Acc:1306360]
ENSRNOG00000017538	Lrrc27	protein_coding	leucine rich repeat containing 27 [Source:RGD Symbol;Acc:1559981]
ENSRNOG00000051957	AC126897.1	pseudogene	NA
ENSRNOG00000027042	Srd5a2	protein_coding	steroid 5 alpha-reductase 2 [Source:RGD Symbol;Acc:621480]
ENSRNOG00000004865	Pkd1l1	protein_coding	"polycystin 1 like 1, transient receptor potential channel interacting [Source:RGD Symbol;Acc:1564724]"
ENSRNOG00000051304	AABR07004272.1	lincRNA	NA
ENSRNOG00000016330	Rbm12b	protein_coding	RNA binding motif protein 12B [Source:RGD Symbol;Acc:1307658]
ENSRNOG00000058646	Zfp36l1	protein_coding	"zinc finger protein 36, C3H type-like 1 [Source:RGD Symbol;Acc:62009]"
ENSRNOG00000004200	Sybu	protein_coding	syntabulin [Source:RGD Symbol;Acc:1564335]
ENSRNOG00000034177	Efna5	protein_coding	ephrin A5 [Source:NCBI gene;Acc:116683]
ENSRNOG00000026917	AABR07021573.2	processed_pseudogene	NA
ENSRNOG00000042258	RGD1561157	protein_coding	RGD1561157 [Source:RGD Symbol;Acc:1561157]
ENSRNOG00000061863	Hist1h1t	protein_coding	histone cluster 1 H1 family member t [Source:RGD Symbol;Acc:2778]
ENSRNOG00000039469	Pcdhb19	protein_coding	protocadherin beta 19 [Source:RGD Symbol;Acc:1549697]
ENSRNOG00000015438	Ces1c	protein_coding	carboxylesterase 1C [Source:RGD Symbol;Acc:2571]
ENSRNOG00000008372	Vamp7	protein_coding	vesicle-associated membrane protein 7 [Source:RGD Symbol;Acc:621558]
ENSRNOG00000010972	Neurog2	protein_coding	neurogenin 2 [Source:RGD Symbol;Acc:1309061]
ENSRNOG00000000524	RGD735065	protein_coding	similar to GI:13385412-like protein splice form I [Source:RGD Symbol;Acc:735065]
ENSRNOG00000021856	Lat2	protein_coding	"linker for activation of T cells family, member 2 [Source:RGD Symbol;Acc:631397]"
ENSRNOG00000060912	Qars	protein_coding	glutaminyl-tRNA synthetase [Source:RGD Symbol;Acc:1359448]
ENSRNOG00000011628	Krt27	protein_coding	keratin 27 [Source:RGD Symbol;Acc:1359115]
ENSRNOG00000048101	Zfp397	protein_coding	zinc finger protein 397 [Source:RGD Symbol;Acc:6504280]
ENSRNOG00000025140	Zfat	protein_coding	zinc finger and AT hook domain containing [Source:RGD Symbol;Acc:1310886]
ENSRNOG00000047459	Hist1h1e	protein_coding	histone cluster 1 H1 family member e [Source:RGD Symbol;Acc:2776]
ENSRNOG00000001103	AABR07035437.1	processed_transcript	sidekick cell adhesion molecule 1 [Source:NCBI gene;Acc:304297]
ENSRNOG00000011053	Cyp2u1	protein_coding	"cytochrome P450, family 2, subfamily u, polypeptide 1 [Source:RGD Symbol;Acc:1309433]"
ENSRNOG00000011454	Tbck	protein_coding	TBC1 domain containing kinase [Source:RGD Symbol;Acc:1307816]
ENSRNOG00000014562	Hnrnpf	protein_coding	heterogeneous nuclear ribonucleoprotein F [Source:RGD Symbol;Acc:620366]
ENSRNOG00000005719	Emc4	protein_coding	ER membrane protein complex subunit 4 [Source:RGD Symbol;Acc:1310905]
ENSRNOG00000009389	Ripk2	protein_coding	receptor-interacting serine-threonine kinase 2 [Source:RGD Symbol;Acc:1309167]
ENSRNOG00000052305	Cnot10	protein_coding	"CCR4-NOT transcription complex, subunit 10 [Source:RGD Symbol;Acc:1359219]"
ENSRNOG00000014481	Adtrp	protein_coding	androgen-dependent TFPI-regulating protein [Source:RGD Symbol;Acc:1305679]
ENSRNOG00000013502	Eps15l1	protein_coding	epidermal growth factor receptor pathway substrate 15-like 1 [Source:RGD Symbol;Acc:1565708]
ENSRNOG00000018932	Ccdc124	protein_coding	coiled-coil domain containing 124 [Source:RGD Symbol;Acc:1310931]
ENSRNOG00000006514	Vezt	protein_coding	"vezatin, adherens junctions transmembrane protein [Source:RGD Symbol;Acc:1359117]"
ENSRNOG00000031939	AABR07066416.1	protein_coding	NA
ENSRNOG00000056246	Gls	protein_coding	glutaminase [Source:RGD Symbol;Acc:2707]
ENSRNOG00000050647	Hspa1b	protein_coding	heat shock protein family A (Hsp70) member 1B [Source:RGD Symbol;Acc:2840]
ENSRNOG00000011655	Dcaf10	protein_coding	DDB1 and CUL4 associated factor 10 [Source:RGD Symbol;Acc:1304730]
ENSRNOG00000015259	Pth2r	protein_coding	parathyroid hormone 2 receptor [Source:RGD Symbol;Acc:620612]
ENSRNOG00000002434	Tmem100	protein_coding	transmembrane protein 100 [Source:RGD Symbol;Acc:1560541]
ENSRNOG00000001816	Rfc4	protein_coding	replication factor C subunit 4 [Source:RGD Symbol;Acc:1310142]
ENSRNOG00000000546	Nt5dc1	protein_coding	5'-nucleotidase domain containing 1 [Source:RGD Symbol;Acc:1305214]
ENSRNOG00000021644	Slc15a3	protein_coding	solute carrier family 15 member 3 [Source:RGD Symbol;Acc:628663]
ENSRNOG00000021628	Wdr89	protein_coding	WD repeat domain 89 [Source:RGD Symbol;Acc:1307393]
ENSRNOG00000009540	Gpr3	protein_coding	G protein-coupled receptor 3 [Source:RGD Symbol;Acc:628686]
ENSRNOG00000062020	AC120096.3	processed_pseudogene	NA
ENSRNOG00000011611	Mapk1ip1l	protein_coding	mitogen-activated protein kinase 1 interacting protein 1-like [Source:RGD Symbol;Acc:1311455]
ENSRNOG00000038119	AABR07034706.1	protein_coding	NA
ENSRNOG00000061595	Tfec	protein_coding	transcription factor EC [Source:RGD Symbol;Acc:3846]
ENSRNOG00000014081	Nmur2	protein_coding	neuromedin U receptor 2 [Source:RGD Symbol;Acc:621155]
ENSRNOG00000056362	Ttll13	protein_coding	"tubulin tyrosine ligase-like family, member 13 [Source:RGD Symbol;Acc:1310399]"
ENSRNOG00000020417	Gsk3a	protein_coding	glycogen synthase kinase 3 alpha [Source:RGD Symbol;Acc:620351]
ENSRNOG00000021015	Sbsn	protein_coding	suprabasin [Source:RGD Symbol;Acc:1562305]
ENSRNOG00000013441	Gnrh1	protein_coding	gonadotropin releasing hormone 1 [Source:RGD Symbol;Acc:2720]
ENSRNOG00000014719	Snx19	protein_coding	sorting nexin 19 [Source:RGD Symbol;Acc:1309857]
ENSRNOG00000030387	Kng1	protein_coding	kininogen 1 [Source:RGD Symbol;Acc:1359376]
ENSRNOG00000060869	Irak1	protein_coding	interleukin-1 receptor-associated kinase 1 [Source:RGD Symbol;Acc:1563841]
ENSRNOG00000014258	Rab32	protein_coding	"RAB32, member RAS oncogene family [Source:RGD Symbol;Acc:1559997]"
ENSRNOG00000043502	AABR07010717.1	protein_coding	NA
ENSRNOG00000009886	Fkbp14	protein_coding	FKBP prolyl isomerase 14 [Source:RGD Symbol;Acc:1311705]
ENSRNOG00000024905	Drc1	protein_coding	dynein regulatory complex subunit 1 [Source:RGD Symbol;Acc:1359318]
ENSRNOG00000013340	Twsg1	protein_coding	twisted gastrulation BMP signaling modulator 1 [Source:RGD Symbol;Acc:1311215]
ENSRNOG00000027871	AC141969.1	protein_coding	NA
ENSRNOG00000039284	Haus4	protein_coding	"HAUS augmin-like complex, subunit 4 [Source:RGD Symbol;Acc:1305288]"
ENSRNOG00000001551	Atp5pf	protein_coding	ATP synthase peripheral stalk subunit F6 [Source:RGD Symbol;Acc:621376]
ENSRNOG00000043416	Bcl3	protein_coding	"BCL3, transcription coactivator [Source:RGD Symbol;Acc:1589465]"
ENSRNOG00000019528	Plekhg6	protein_coding	pleckstrin homology and RhoGEF domain containing G6 [Source:RGD Symbol;Acc:2318544]
ENSRNOG00000010106	Faxc	protein_coding	failed axon connections homolog [Source:RGD Symbol;Acc:1562449]
ENSRNOG00000047303	Med18	protein_coding	mediator complex subunit 18 [Source:NCBI gene;Acc:682988]
ENSRNOG00000056174	Pdzd4	protein_coding	PDZ domain containing 4 [Source:RGD Symbol;Acc:1561214]
ENSRNOG00000009088	Txnrd1	protein_coding	thioredoxin reductase 1 [Source:RGD Symbol;Acc:61959]
ENSRNOG00000004402	Lpgat1	protein_coding	lysophosphatidylglycerol acyltransferase 1 [Source:RGD Symbol;Acc:1585897]
ENSRNOG00000048747	Cdk5rap3	protein_coding	CDK5 regulatory subunit associated protein 3 [Source:RGD Symbol;Acc:620002]
ENSRNOG00000015932	Plgrkt	protein_coding	plasminogen receptor with a C-terminal lysine [Source:RGD Symbol;Acc:1306839]
ENSRNOG00000011387	Tet3	protein_coding	tet methylcytosine dioxygenase 3 [Source:RGD Symbol;Acc:1590584]
ENSRNOG00000016179	Acoxl	protein_coding	acyl-CoA oxidase-like [Source:RGD Symbol;Acc:1306814]
ENSRNOG00000011140	Prxl2a	protein_coding	peroxiredoxin like 2A [Source:RGD Symbol;Acc:1309676]
ENSRNOG00000050067	AABR07026058.1	protein_coding	ribosomal protein S9-like [Source:NCBI gene;Acc:100364509]
ENSRNOG00000023400	Dtx3l	protein_coding	deltex E3 ubiquitin ligase 3L [Source:RGD Symbol;Acc:1565144]
ENSRNOG00000039593	Ecscr	protein_coding	endothelial cell surface expressed chemotaxis and apoptosis regulator [Source:RGD Symbol;Acc:1594804]
ENSRNOG00000057778	AC094348.5	pseudogene	NA
ENSRNOG00000047653	Crybb1	protein_coding	"crystallin, beta B1 [Source:RGD Symbol;Acc:2416]"
ENSRNOG00000019463	Mad2l1bp	protein_coding	MAD2L1 binding protein [Source:RGD Symbol;Acc:1309175]
ENSRNOG00000010932	Matn1	protein_coding	matrilin 1 [Source:RGD Symbol;Acc:1359410]
ENSRNOG00000005975	LOC100362027	protein_coding	ribosomal protein L30-like [Source:RGD Symbol;Acc:2318953]
ENSRNOG00000046426	Ankrd66	protein_coding	ankyrin repeat domain 66 [Source:RGD Symbol;Acc:1560151]
ENSRNOG00000037113	Slfn2	protein_coding	schlafen 2 [Source:RGD Symbol;Acc:1308645]
ENSRNOG00000060778	AABR07019437.7	lincRNA	NA
ENSRNOG00000030102	Mboat4	protein_coding	membrane bound O-acyltransferase domain containing 4 [Source:RGD Symbol;Acc:1566335]
ENSRNOG00000019980	Tomm20	protein_coding	translocase of outer mitochondrial membrane 20 [Source:RGD Symbol;Acc:708467]
ENSRNOG00000049282	Oas2	protein_coding	2'-5' oligoadenylate synthetase 2 [Source:RGD Symbol;Acc:1359697]
ENSRNOG00000012311	Slc35d3	protein_coding	"solute carrier family 35, member D3 [Source:RGD Symbol;Acc:1309428]"
ENSRNOG00000015215	Cript	protein_coding	CXXC repeat containing interactor of PDZ3 domain [Source:RGD Symbol;Acc:621545]
ENSRNOG00000011460	Arfgef3	protein_coding	ARFGEF family member 3 [Source:RGD Symbol;Acc:1309903]
ENSRNOG00000020578	Ceacam1	protein_coding	carcinoembryonic antigen related cell adhesion molecule 1 [Source:RGD Symbol;Acc:67396]
ENSRNOG00000014385	Wnt2b	protein_coding	Wnt family member 2B [Source:RGD Symbol;Acc:69346]
ENSRNOG00000005037	Kif18a	protein_coding	kinesin family member 18A [Source:RGD Symbol;Acc:1561740]
ENSRNOG00000016037	Mafb	protein_coding	MAF bZIP transcription factor B [Source:RGD Symbol;Acc:2982]
ENSRNOG00000006541	Nup107	protein_coding	nucleoporin 107 [Source:RGD Symbol;Acc:621160]
ENSRNOG00000052869	Ccpg1os	protein_coding	"cell cycle progression 1, opposite strand [Source:RGD Symbol;Acc:1594626]"
ENSRNOG00000061011	AABR07070801.1	lincRNA	NA
ENSRNOG00000055024	AABR07016674.1	lincRNA	NA
ENSRNOG00000013370	Gfer	protein_coding	"growth factor, augmenter of liver regeneration [Source:RGD Symbol;Acc:61845]"
ENSRNOG00000014875	Ash2l	protein_coding	ASH2 like histone lysine methyltransferase complex subunit [Source:RGD Symbol;Acc:1305632]
ENSRNOG00000026900	Ppil2	protein_coding	peptidylprolyl isomerase like 2 [Source:RGD Symbol;Acc:1309484]
ENSRNOG00000010807	Cox6c	protein_coding	cytochrome c oxidase subunit 6C [Source:RGD Symbol;Acc:620616]
ENSRNOG00000026446	Wee2	protein_coding	WEE1 homolog 2 [Source:RGD Symbol;Acc:1587197]
ENSRNOG00000023162	Car14	protein_coding	carbonic anhydrase 14 [Source:RGD Symbol;Acc:1599277]
ENSRNOG00000012215	Baiap2l2	protein_coding	BAI1-associated protein 2-like 2 [Source:RGD Symbol;Acc:1595091]
ENSRNOG00000052134	Pigy	protein_coding	"phosphatidylinositol glycan anchor biosynthesis, class Y [Source:RGD Symbol;Acc:2318067]"
ENSRNOG00000048522	Avpr1b	protein_coding	arginine vasopressin receptor 1B [Source:RGD Symbol;Acc:61886]
ENSRNOG00000005227	Tfap4	protein_coding	transcription factor AP-4 [Source:RGD Symbol;Acc:1308357]
ENSRNOG00000019216	Il12rb1	protein_coding	interleukin 12 receptor subunit beta 1 [Source:RGD Symbol;Acc:620025]
ENSRNOG00000062202	AABR07036022.1	sense_intronic	NA
ENSRNOG00000033097	Ccp6l1	protein_coding	cytosolic carboxypeptidase 6-like 1 [Source:RGD Symbol;Acc:1564161]
ENSRNOG00000003245	Cacng1	protein_coding	calcium voltage-gated channel auxiliary subunit gamma 1 [Source:RGD Symbol;Acc:2249]
ENSRNOG00000037483	Ep400	protein_coding	E1A binding protein p400 [Source:RGD Symbol;Acc:1304733]
ENSRNOG00000012183	Glrx	protein_coding	glutaredoxin [Source:RGD Symbol;Acc:70951]
ENSRNOG00000004819	Porcn	protein_coding	porcupine O-acyltransferase [Source:RGD Symbol;Acc:1564947]
ENSRNOG00000042359	Pigk	protein_coding	"phosphatidylinositol glycan anchor biosynthesis, class K [Source:RGD Symbol;Acc:1306753]"
ENSRNOG00000021817	Irak2	protein_coding	interleukin-1 receptor-associated kinase 2 [Source:RGD Symbol;Acc:1309584]
ENSRNOG00000059844	AABR07056515.1	lincRNA	NA
